Name,Address,Zipcode,Zip,City,County,State,Country,Timezone,Area Code
Truman Medical Centers Inc,Behavorial Health300 West 19th TerraceKansas City, MO 64108,64108,Kansas City,Jackson,Missouri,US,America/Chicago,816
Truman Medical Centers Inc,Futures Child Family/Young Adult Servs300 West 19th TerraceKansas City, MO 64108,64108,Kansas City,Jackson,Missouri,US,America/Chicago,816
Truman Medical Centers Inc,Hospital Hill2301 Holmes StreetKansas City, MO 64108,64108,Kansas City,Jackson,Missouri,US,America/Chicago,816
Truman Medical Centers Inc,TMC BH Hospital Hill IP MH Services300 West 19th StreetKansas City, MO 64108,64108,Kansas City,Jackson,Missouri,US,America/Chicago,816
Truman Medical Centers Inc,TMC Behavioral Health1800 East Truman RoadKansas City, MO 64127,64127,Kansas City,Jackson,Missouri,US,America/Chicago,816
Two Rivers Behavioral Health System,5121 Raytown RoadKansas City, MO 64133,64133,Kansas City,Jackson,Missouri,US,America/Chicago,"8,16,913"
FCC Behavioral Health,875 Jones StreetKennett, MO 63857,63857,Kennett,Dunklin,Missouri,US,America/Chicago,573
Family Counseling Center Inc,925 State Route VKennett, MO 63857,63857,Kennett,Dunklin,Missouri,US,America/Chicago,573
Twin Rivers Regional Medical Center,Behavioral Health Unit1301 1st StreetKennett, MO 63857,63857,Kennett,Dunklin,Missouri,US,America/Chicago,573
Missouri Girls Town,8548 Jade RoadKingdom City, MO 65262,65262,Kingdom City,Callaway,Missouri,US,America/Chicago,573
Mark Twain Behavioral Health,105 Pfeiffer AvenueKirksville, MO 63501,63501,Kirksville,Adair,Missouri,US,America/Chicago,660
North Central MO Mental Health Center,PSR House343-344 Main StreetLaredo, MO 64652,64652,Laredo,Grundy,Missouri,US,America/Chicago,660
Pathways Comm Behav Healthcare Inc,Lebanon Office1216 Deadra DriveLebanon, MO 65536,65536,Lebanon,Laclede,Missouri,US,America/Chicago,417
ReDiscover,1555 NE Rice RoadSuite ELees Summit, MO 64086,64086,Lees Summit,Jackson,Missouri,US,America/Chicago,816
ReDiscover,901 NE Independence AvenueLees Summit, MO 64086,64086,Lees Summit,Jackson,Missouri,US,America/Chicago,816
Pathways Comm Behav Healthcare Inc,Lexington OfficeLafayette Square Center819 South 13 HighwayLexington, MO 64067,64067,Lexington,Lafayette,Missouri,US,America/Chicago,"6,60,816"
Burrell Behavioral Health,Marshall Clinic33 East Jackson StreetMarshall, MO 65340,65340,Marshall,Saline,Missouri,US,America/Chicago,660
Fitzgibbon Hospital,Behavioral Health Unit2305 South 65 HighwayMarshall, MO 65340,65340,Marshall,Saline,Missouri,US,America/Chicago,660
Great Circle,Tom Butterfield Campus1126 East Highway WWMarshall, MO 65340,65340,Marshall,Saline,Missouri,US,America/Chicago,660
Pathways Comm Behav Healthcare Inc,Marshall Office941 South Cherokee DriveSuite 2-BMarshall, MO 65340,65340,Marshall,Saline,Missouri,US,America/Chicago,660
Burrell Behavioral Health,Marshfield Outpatient Satellite1350 Spur DriveSuite 230Marshfield, MO 65706,65706,Marshfield,Webster,Missouri,US,America/Chicago,417
Saint Francis Hospital,Behavioral Health Services2016 South Main StreetMaryville, MO 64468,64468,Maryville,Nodaway,Missouri,US,America/Chicago,660
East Central Missouri Behavioral,Arthur Center321 Promenade StreetMexico, MO 65265,65265,Mexico,Audrain,Missouri,US,America/Chicago,573
North Central MO Mental Health Center,220 East 3rd StreetSuite BMilan, MO 63556,63556,Milan,Sullivan,Missouri,US,America/Chicago,660
Moberly Regional Medical Center,Senior Behavioral Health Unit1515 Union AvenueMoberly, MO 65270,65270,Moberly,Randolph,Missouri,US,America/Chicago,660
Clark Community Mental Health Center,Monett Office1701 North Central AvenueMonett, MO 65708,65708,Monett,Barry,Missouri,US,America/Chicago,417
Ozark Center,Neosho Clinic204 North Lincoln StreetNeosho, MO 64850,64850,Neosho,Newton,Missouri,US,America/Chicago,417
Community Mental Health Consultants,815 South Ash StreetNevada, MO 64772,64772,Nevada,Vernon,Missouri,US,America/Chicago,417
Heartland Behavioral Health Services,1500 West Ashland StreetNevada, MO 64772,64772,Nevada,Vernon,Missouri,US,America/Chicago,417
Pathways Comm Behavioral Healthcare,Nevada Office107 North Main StreetNevada, MO 64772,64772,Nevada,Vernon,Missouri,US,America/Chicago,417
Comprehensive Health Systems Inc,12677 Heavenly Acres DriveNew London, MO 63459,63459,New London,Ralls,Missouri,US,America/Chicago,573
Compass Health/DBA Crider Health Ctr,Pathways Assisted Living Facility161 Pieper RoadO Fallon, MO 63366,63366,O Fallon,St. Charles,Missouri,US,America/Chicago,"6,36,314"
Pathways Comm Behav Healthcare Inc,Odessa Office1278 West HighwayOdessa, MO 64076,64076,Odessa,Lafayette,Missouri,US,America/Chicago,"8,16,660"
Pathways Comm Behav Healthcare Inc,Owensville Office704 East Highway 28Owensville, MO 65066,65066,Owensville,Gasconade,Missouri,US,America/Chicago,573
PCMH Counseling Center,12 North KingshighwaySuite 101Perryville, MO 63775,63775,Perryville,Perry,Missouri,US,America/Chicago,573
306 North 2nd Street,Piedmont, MO 63957,63957,Piedmont,Wayne,Missouri,US,America/Chicago,573
John J Pershing VAMC,Mental Hygiene (116A)1500 North Westwood BoulevardPoplar Bluff, MO 63901,63901,Poplar Bluff,Butler,Missouri,US,America/Chicago,573
Poplar Bluff Regional Medical Center,Behavioral Health2620 North Westwood BoulevardPoplar Bluff, MO 63901,63901,Poplar Bluff,Butler,Missouri,US,America/Chicago,573
Pathways Comm Behav Healthcare Inc,Raymore Office1010 Remington PlazaRaymore, MO 64083,64083,Raymore,Cass,Missouri,US,America/Chicago,816
Pathways Comm Behav Healthcare Inc,Rolla Office1450 East 10th StreetRolla, MO 65401,65401,Rolla,Phelps,Missouri,US,America/Chicago,573
Phelps County Regional Medical Center,Nurse Manager of Acute Psych Unit1000 West 10th StreetRolla, MO 65401,65401,Rolla,Phelps,Missouri,US,America/Chicago,573
Centerpointe Hospital,4801 Weldon Springs ParkwaySaint Charles, MO 63304,63304,Saint Charles,St. Charles,Missouri,US,America/Chicago,"3,14,636"
Compass Health,DBA Crider Health Center/Saint Charles102 Compass Point DriveSaint Charles, MO 63301,63301,Saint Charles,St. Charles,Missouri,US,America/Chicago,"6,36,314"
SSM Saint Joseph Health Center,300 1st Capitol DriveSaint Charles, MO 63301,63301,Saint Charles,St. Charles,Missouri,US,America/Chicago,"6,36,314"
Great Circle,13160 County Road 3610Saint James, MO 65559,65559,Saint James,Phelps,Missouri,US,America/Chicago,573
Family Guidance Center,724 North 22nd StreetSaint Joseph, MO 64506,64506,Saint Joseph,Buchanan,Missouri,US,America/Chicago,816
Mosaic Life Care,5325 Faraon StreetSaint Joseph, MO 64506,64506,Saint Joseph,Buchanan,Missouri,US,America/Chicago,816
Adapt of Missouri Inc,2301 Hampton AvenueSaint Louis, MO 63139,63139,Saint Louis,St. Louis,Missouri,US,America/Chicago,"3,14,636"
Amanda Luckett Murphy Hopewell,Center1504 South Grand BoulevardSaint Louis, MO 63104,63104,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
Annie Malone Children/Family Servs Ctr,5355 Page BoulevardSaint Louis, MO 63112,63112,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
BJC Behavioral Health,Central Site1430 Olive StreetSuite 500Saint Louis, MO 63103,63103,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
BJC Behavioral Health,South Site343 South Kirkwood RoadSuite 200Saint Louis, MO 63122,63122,Saint Louis,St. Louis,Missouri,US,America/Chicago,"3,14,636"
Barnes Jewish Hospital,216 S Kingshighway BoulevardSaint Louis, MO 63110,63110,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
Barnes/Jewish Hospital,1 Barnes Jewish Hosp PlazaSaint Louis, MO 63110,63110,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
Bi Lingual International,Assistant Services1329 Macklind AvenueSuite 200Saint Louis, MO 63110,63110,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
CB Programs,9890 Clayton RoadSuite 144Saint Louis, MO 63124,63124,Saint Louis,St. Louis,Missouri,US,America/Chicago,"3,14,636"
Catholic Family Services,9200 Watson RoadSuite G-101Saint Louis, MO 63126,63126,Saint Louis,St. Louis,Missouri,US,America/Chicago,"6,36,314"
Centerpointe Hospital,763 South New Ballas RoadSuite 310Saint Louis, MO 63141,63141,Saint Louis,St. Louis,Missouri,US,America/Chicago,"3,14,636"
Centerpointe Hospital,Outpatient Services South County5000 Cedar Plaza ParkwaySuite 380Saint Louis, MO 63128,63128,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
Centrec Care,1224 Fern Ridge ParkwaySuite 305Saint Louis, MO 63141,63141,Saint Louis,St. Louis,Missouri,US,America/Chicago,"3,14,636"
Childrens Home Society,1167 Corporate Lake DriveSaint Louis, MO 63132,63132,Saint Louis,St. Louis,Missouri,US,America/Chicago,"3,14,636"
Christian Hospital,11133 Dunn RoadSaint Louis, MO 63136,63136,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
Epworth Children and Family Services,110 North Elm AvenueSaint Louis, MO 63119,63119,Saint Louis,St. Louis,Missouri,US,America/Chicago,"3,14,636"
6816 Washington Avenue,Saint Louis, MO 63130,63130,Saint Louis,St. Louis,Missouri,US,America/Chicago,"3,14,636"
Every Childs Hope,Residential Treatment8240 Saint Charles Rock RoadSaint Louis, MO 63114,63114,Saint Louis,St. Louis,Missouri,US,America/Chicago,"3,14,636"
Great Circle,330 North Gore AvenueSaint Louis, MO 63119,63119,Saint Louis,St. Louis,Missouri,US,America/Chicago,"3,14,636"
Hawthorn Childrens Psychiatric Hosp,1901 Pennsylvania AvenueSaint Louis, MO 63133,63133,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
Hopewell Center,5585 Pershing AvenueSuite 240Saint Louis, MO 63112,63112,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
Hyland Behavioral Health System,10018 Kennerly RoadSaint Louis, MO 63128,63128,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
Independence Center,4245 Forest Park AvenueSaint Louis, MO 63108,63108,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
Independence Center,Laclede Center4219 Laclede AvenueSaint Louis, MO 63108,63108,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
Lutheran Family and Childrens Services,9666 Olive BoulevardSuite 400Saint Louis, MO 63132,63132,Saint Louis,St. Louis,Missouri,US,America/Chicago,"3,14,636"
Mercy Edgewood Program,970 Executive Parkway DriveSaint Louis, MO 63141,63141,Saint Louis,St. Louis,Missouri,US,America/Chicago,"3,14,636"
Mercy Hospital Saint Louis,Behavioral Health615 South New Ballas RoadSaint Louis, MO 63141,63141,Saint Louis,St. Louis,Missouri,US,America/Chicago,"3,14,636"
Places for People Inc,4130 Lindell BoulevardSaint Louis, MO 63108,63108,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
F30 F43 F70 SP,Presbyterian Childrens Home and Servs1220 North LindberghSaint Louis, MO 63132,63132,Saint Louis,St. Louis,Missouri,US,America/Chicago,"3,14,636"
Provident,South County11222 Tesson Ferry RoadSuite 100Saint Louis, MO 63123,63123,Saint Louis,St. Louis,Missouri,US,America/Chicago,"3,14,636"
Provident,West County12755 Olive BoulevardSuite 115Saint Louis, MO 63141,63141,Saint Louis,St. Louis,Missouri,US,America/Chicago,"3,14,636"
Provident Inc,North County409 South Florissant RoadSaint Louis, MO 63135,63135,Saint Louis,St. Louis,Missouri,US,America/Chicago,"3,14,636"
Provident Inc,Yalem Location2650 Olive StreetSaint Louis, MO 63103,63103,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
SSM Saint Marys Health Center,6420 Clayton RoadSaint Louis, MO 63117,63117,Saint Louis,St. Louis,Missouri,US,America/Chicago,"3,14,636"
Saint Alexius Hospital,Behavioral Health3933 South BroadwaySaint Louis, MO 63118,63118,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
Saint Anthonys Medical Center,10010 Kennerly RoadSaint Louis, MO 63128,63128,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
Saint Louis Behav Medicine Institute,1129 Macklind AvenueSaint Louis, MO 63110,63110,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
Saint Louis University Hospital,3635 Vista AvenueSaint Louis, MO 63110,63110,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
F10 SP,Saint Vincent Home for Children7401 Florissant RoadSaint Louis, MO 63121,63121,Saint Louis,St. Louis,Missouri,US,America/Chicago,314
Alternative Behavioral Care,255 Spencer RoadSuite 101Saint Peters, MO 63376,63376,Saint Peters,St. Charles,Missouri,US,America/Chicago,"6,36,314"
Pathways Comm Behav Healthcare Inc,Salem Office913 South Pershing AvenueSalem, MO 65560,65560,Salem,Dent,Missouri,US,America/Chicago,573
Pathways CBH Inc,Sedalia Office1700 South Main StreetSedalia, MO 65301,65301,Sedalia,Pettis,Missouri,US,America/Chicago,"6,60,816"
Bootheel Counseling Services,760 Plantation BoulevardSikeston, MO 63801,63801,Sikeston,Scott,Missouri,US,America/Chicago,573
Missouri Delta Medical Center,1008 North Main StreetSikeston, MO 63801,63801,Sikeston,Scott,Missouri,US,America/Chicago,573
New Vision Counseling,404 East CenterSikeston, MO 63801,63801,Sikeston,Scott,Missouri,US,America/Chicago,573
Saint Lukes Northland Hospital,Smithville Campus601 South U.S. Highway 169Smithville, MO 64089,64089,Smithville,Clay,Missouri,US,America/Chicago,816
Burrell Behavioral Health,Transitions Program323 East Grand StreetSpringfield, MO 65807,65807,Springfield,Greene,Missouri,US,America/Chicago,417
CoxHealth,1423 North Jefferson AvenueSpringfield, MO 65802,65802,Springfield,Greene,Missouri,US,America/Chicago,417
Great Circle,1212 West Lombard StreetSpringfield, MO 65806,65806,Springfield,Greene,Missouri,US,America/Chicago,417
LFCS Southwest,2130 North Glenstone AvenueSpringfield, MO 65803,65803,Springfield,Greene,Missouri,US,America/Chicago,417
Lakeland Behavioral Health System,440 South Market AvenueSpringfield, MO 65806,65806,Springfield,Greene,Missouri,US,America/Chicago,417
Mercy Springfield,Marian Center1235 East Cherokee StreetSpringfield, MO 65804,65804,Springfield,Greene,Missouri,US,America/Chicago,417
Missouri Baptist Hospital,Sullivan751 Sappington Bridge RoadSullivan, MO 63080,63080,Sullivan,Washington,Missouri,US,America/Chicago,"5,73,636"
North Central MO Mental Health Center,1601 East 28th StreetTrenton, MO 64683,64683,Trenton,Grundy,Missouri,US,America/Chicago,660
Catholic Family Services,102 East Springfield AvenueUnion, MO 63084,63084,Union,Franklin,Missouri,US,America/Chicago,"6,36,314"
Crider Health Center,Union1780 Old Highway 50Suite 102Union, MO 63084,63084,Union,Franklin,Missouri,US,America/Chicago,"6,36,314"
Pathways CBH Inc,Recovery Center703 North Devasher RoadWarrensburg, MO 64093,64093,Warrensburg,Johnson,Missouri,US,America/Chicago,660
Pathways CBH Inc,Warrensburg/Burkarth Office520 Burkarth RoadSuite CWarrensburg, MO 64093,64093,Warrensburg,Johnson,Missouri,US,America/Chicago,660
Pathways Comm Behav Healthcare Inc,Warrensburg Community Services204 East Market StreetWarrensburg, MO 64093,64093,Warrensburg,Johnson,Missouri,US,America/Chicago,660
Pathways CBH Inc,Warsaw Office17571 North Dam Access RoadWarsaw, MO 65355,65355,Warsaw,Benton,Missouri,US,America/Chicago,"6,60,417"
Centerpointe Hospital PHP/IOP,205 Elm StreetSuite 201Washington, MO 63090,63090,Washington,Franklin,Missouri,US,America/Chicago,"63,63,14,573"
Pathways Comm Behav Healthcare Inc,Waynesville Office704 Historic 66 WestSuites 200-202Waynesville, MO 65583,65583,Waynesville,Pulaski,Missouri,US,America/Chicago,573
Piney Ridge Center,1000 Hospital RoadWaynesville, MO 65583,65583,Waynesville,Pulaski,Missouri,US,America/Chicago,573
Compass Health,DBA Crider Health Center/Wentzville1032 Crosswinds CourtWentzville, MO 63385,63385,Wentzville,St. Charles,Missouri,US,America/Chicago,"6,36,314"
SSM Saint Joseph Health Center,Wentzville500 Medical DriveWentzville, MO 63385,63385,Wentzville,St. Charles,Missouri,US,America/Chicago,"6,36,314"
Behavioral Health Group West Plains,1639 Bruce Smith ParkwayWest Plains, MO 65775,65775,West Plains,Howell,Missouri,US,America/Chicago,417
Ozarks Medical Center,1211 Porter Wagner BoulevardWest Plains, MO 65775,65775,West Plains,Howell,Missouri,US,America/Chicago,417
Royal Oaks Hospital,Pathways Psychiatric Hospital307 North Main StreetWindsor, MO 65360,65360,Windsor,Henry,Missouri,US,America/Chicago,660
Western MT Mental Health/Tri County,Addiction Services307 East Park AvenueSuite 211Anaconda, MT 59711,59711,Anaconda,Deer Lodge,Montana,US,America/Denver,406
Eastern Montana Community MH Center,Baker Clinical and Sads Office225 3rd Street SWBaker, MT 59313,59313,Baker,Fallon,Montana,US,America/Denver,406
Big Timber Mental Health Center Office,515 Hooper StreetBig Timber, MT 59011,59011,Big Timber,Sweet Grass,Montana,US,America/Denver,406
Community Crisis Center,704 North 30th StreetBillings, MT 59101,59101,Billings,Yellowstone,Montana,US,America/Denver,406
Consumer Direct Care Network,Full Circle Counseling Solutions100 Brookshire BoulevardUnit 2Billings, MT 59102,59102,Billings,Yellowstone,Montana,US,America/Denver,406
New Day Ranch Inc,1111 Coburn RoadBillings, MT 59101,59101,Billings,Yellowstone,Montana,US,America/Denver,406
New Day Ranch Inc,5351 King Avenue WestBillings, MT 59101,59101,Billings,Yellowstone,Montana,US,America/Denver,406
New Day Ranch Inc,Mental Health Center1724 Lampman DriveBillings, MT 59101,59101,Billings,Yellowstone,Montana,US,America/Denver,406
Saint Vincent Physician Network,Behavioral Health Associates2900 12th Avenue NorthSuite 280-WBillings, MT 59101,59101,Billings,Yellowstone,Montana,US,America/Denver,406
South Central Montana Regional,Mental Health Center1245 North 29th StreetBillings, MT 59101,59101,Billings,Yellowstone,Montana,US,America/Denver,406
Yellowstone Boys and Girls Ranch,1732 South 72nd Street WestBillings, MT 59106,59106,Billings,Yellowstone,Montana,US,America/Denver,406
